,proto_acc,proto_std_dev,match_acc,match_std_dev,rel_acc,rel_std_dev,proto_prec_avg,proto_prec_std_dev,match_prec_avg,match_prec_std_dev,rel_prec_avg,rel_prec_std_dev,proto_rec_avg,proto_rec_std_dev,match_rec_avg,match_rec_std_dev,rel_rec_avg,rel_rec_std_dev
"(3,15)_Si(001)_40pix_inv",97.62799,1.0437084,79.15867,6.758501,54.407997,11.051408,0.9765590454924962,0.010284665551548673,0.8180755227234822,0.0591222206787253,0.5512591181296768,0.1165783515025147,0.97628,0.010437083458088811,0.7915866666666668,0.06758500195227407,0.54408,0.11051407773572458
"(1,15)_Si(001)_40pix_inv",94.974655,1.526969,77.534,6.4110985,58.860336,7.311655,0.9500523797649592,0.01503232924555831,0.7885492202282157,0.0606863607173431,0.5970183890734488,0.08399636266478953,0.9497466666666666,0.0152696954782995,0.77534,0.06411097981885266,0.5886033333333333,0.07311654995811671
