2.500000000000000000e+01,2.350000000000000000e+02,1.289322033898305051e+02,0.000000000000000000e+00
2.800000000000000000e+01,3.036126126126126223e+02,1.394144144144144093e+02,1.000000000000000000e+00
4.800000000000000000e+01,2.606390977443609245e+02,2.353609022556391039e+02,2.000000000000000000e+00
6.600000000000000000e+01,3.435500000000000114e+02,3.318125000000000000e+02,3.000000000000000000e+00
6.800000000000000000e+01,4.461489361702127781e+02,3.478936170212766115e+02,4.000000000000000000e+00
8.300000000000000000e+01,3.910769230769230944e+02,4.288351648351648464e+02,5.000000000000000000e+00
8.700000000000000000e+01,2.622948717948717672e+02,4.544102564102564088e+02,6.000000000000000000e+00
1.400000000000000000e+01,2.157954545454545325e+01,8.207954545454545325e+01,6.000000000000000000e+00
2.200000000000000000e+01,3.587857142857142776e+02,1.148857142857142861e+02,5.000000000000000000e+00
1.500000000000000000e+01,4.606896551724137794e+02,8.755172413793103203e+01,2.000000000000000000e+00
6.900000000000000000e+01,1.150720720720720749e+02,3.621261261261261097e+02,2.000000000000000000e+00
6.100000000000000000e+01,2.947468354430379804e+02,2.814683544303797476e+02,6.000000000000000000e+00
3.000000000000000000e+01,4.922857142857142776e+02,1.558831168831168839e+02,5.000000000000000000e+00
8.000000000000000000e+00,5.009583333333333144e+02,2.637500000000000000e+01,6.000000000000000000e+00
1.200000000000000000e+01,2.357732558139534831e+02,7.319186046511627808e+01,6.000000000000000000e+00
6.700000000000000000e+01,1.926923076923076792e+02,3.393076923076923208e+02,6.000000000000000000e+00
9.000000000000000000e+00,3.977647058823529278e+02,3.636134453781512832e+01,2.000000000000000000e+00
9.000000000000000000e+01,4.621250000000000000e+02,4.668750000000000000e+02,4.000000000000000000e+00
7.500000000000000000e+01,1.525652173913043441e+02,3.876956521739130608e+02,3.000000000000000000e+00
4.900000000000000000e+01,4.981388888888889142e+02,2.396250000000000000e+02,0.000000000000000000e+00
8.200000000000000000e+01,1.675675675675675658e+00,4.254864864864865126e+02,4.000000000000000000e+00
3.100000000000000000e+01,3.794152542372881385e+02,1.614915254237288025e+02,2.000000000000000000e+00
2.900000000000000000e+01,4.207981651376146601e+02,1.499816513761468002e+02,1.000000000000000000e+00
4.000000000000000000e+01,1.766869918699186996e+02,2.049796747967479575e+02,2.000000000000000000e+00
4.100000000000000000e+01,3.353013698630136901e+02,2.093287671232876619e+02,6.000000000000000000e+00
1.300000000000000000e+01,1.273243243243243228e+02,7.344594594594595094e+01,0.000000000000000000e+00
