4.870000000000000000e+02,4.101724137931034306e+02,3.808620689655172669e+02,0.000000000000000000e+00
3.080000000000000000e+02,4.069687500000000000e+02,2.360937500000000000e+02,1.000000000000000000e+00
2.670000000000000000e+02,3.648750000000000000e+02,1.988750000000000000e+02,2.000000000000000000e+00
1.860000000000000000e+02,3.755000000000000000e+02,1.485000000000000000e+02,3.000000000000000000e+00
4.780000000000000000e+02,3.481111111111110858e+02,3.713333333333333144e+02,2.000000000000000000e+00
3.950000000000000000e+02,1.230000000000000000e+02,3.105833333333333144e+02,3.000000000000000000e+00
6.270000000000000000e+02,3.090000000000000000e+02,4.770000000000000000e+02,3.000000000000000000e+00
2.310000000000000000e+02,4.861923076923076792e+02,1.801923076923076792e+02,3.000000000000000000e+00
3.560000000000000000e+02,3.468333333333333144e+02,2.787222222222222285e+02,0.000000000000000000e+00
2.160000000000000000e+02,2.461111111111111143e+02,1.683333333333333428e+02,2.000000000000000000e+00
5.660000000000000000e+02,2.900000000000000000e+01,4.415000000000000000e+02,2.000000000000000000e+00
2.840000000000000000e+02,1.267500000000000000e+02,2.150000000000000000e+02,2.000000000000000000e+00
5.530000000000000000e+02,6.266666666666666430e+01,4.286666666666666856e+02,3.000000000000000000e+00
3.830000000000000000e+02,1.212500000000000000e+01,3.001250000000000000e+02,2.000000000000000000e+00
6.450000000000000000e+02,5.000000000000000000e+01,4.910000000000000000e+02,3.000000000000000000e+00
6.100000000000000000e+01,2.682592592592592382e+02,4.562962962962962621e+01,3.000000000000000000e+00
3.990000000000000000e+02,3.731111111111110858e+02,3.113333333333333144e+02,2.000000000000000000e+00
1.300000000000000000e+01,4.023947368421052602e+02,1.465789473684210442e+01,3.000000000000000000e+00
3.200000000000000000e+01,2.625000000000000000e+02,2.250000000000000000e+01,2.000000000000000000e+00
2.560000000000000000e+02,2.666666666666666519e+00,1.936666666666666572e+02,3.000000000000000000e+00
2.210000000000000000e+02,7.800000000000000000e+01,1.710000000000000000e+02,3.000000000000000000e+00
3.000000000000000000e+02,4.664285714285714590e+01,2.307857142857142776e+02,2.000000000000000000e+00
4.590000000000000000e+02,2.683478260869565020e+02,3.623913043478260647e+02,3.000000000000000000e+00
5.600000000000000000e+02,8.278260869565217206e+01,4.391304347826086882e+02,3.000000000000000000e+00
6.210000000000000000e+02,1.351250000000000000e+02,4.741250000000000000e+02,2.000000000000000000e+00
3.000000000000000000e+01,1.516666666666666572e+02,2.088888888888888928e+01,3.000000000000000000e+00
3.730000000000000000e+02,3.223333333333333144e+02,2.903333333333333144e+02,3.000000000000000000e+00
1.720000000000000000e+02,2.810000000000000000e+02,1.395000000000000000e+02,2.000000000000000000e+00
5.300000000000000000e+01,1.608095238095237960e+02,3.757142857142856940e+01,3.000000000000000000e+00
3.260000000000000000e+02,4.068000000000000114e+02,2.504000000000000057e+02,3.000000000000000000e+00
4.030000000000000000e+02,1.134545454545454533e+02,3.206969696969696884e+02,3.000000000000000000e+00
4.810000000000000000e+02,4.710000000000000000e+02,3.760000000000000000e+02,2.000000000000000000e+00
3.120000000000000000e+02,5.031111111111110858e+02,2.393333333333333428e+02,0.000000000000000000e+00
4.330000000000000000e+02,3.136666666666666856e+02,3.380833333333333144e+02,3.000000000000000000e+00
2.000000000000000000e+01,4.947857142857142776e+02,1.535714285714285765e+01,3.000000000000000000e+00
3.630000000000000000e+02,2.770000000000000000e+02,2.810000000000000000e+02,3.000000000000000000e+00
4.850000000000000000e+02,4.830000000000000000e+02,3.770000000000000000e+02,2.000000000000000000e+00
8.000000000000000000e+01,4.952727272727272521e+02,5.981818181818182012e+01,2.000000000000000000e+00
4.230000000000000000e+02,4.077500000000000000e+02,3.270000000000000000e+02,2.000000000000000000e+00
5.500000000000000000e+02,2.375000000000000000e+00,4.297500000000000000e+02,3.000000000000000000e+00
6.230000000000000000e+02,3.632631578947368212e+02,4.748421052631579187e+02,3.000000000000000000e+00
