,metric,total_acc,accuracies,std_dev,confidenceInt,precisions,recalls,average_precision,average_recall
"SimpleShot(3,15)_TiO2_40pix_inv",MulticlassAccuracy(),tensor(0.6697),"[tensor(0.7333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.2333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.9000, device='cuda:0'), tensor(0.2667, device='cuda:0'), tensor(0.8667, device='cuda:0'), tensor(0.9000, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.8000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.9667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.9333, device='cuda:0'), tensor(0.8000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.3000, device='cuda:0'), tensor(0.8667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.9667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.8667, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.8667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6667, device='cuda:0')]",tensor(0.1372),tensor([0.0269]),"{0: 0.6396050466264399, 1: 0.7162276975361087}","{0: 0.7773333333333333, 1: 0.562}",0.677916372,0.669666667
"SimpleShot(1,15)_TiO2_40pix_inv",MulticlassAccuracy(),tensor(0.6137),"[tensor(0.9000, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.8667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.2333, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.2667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.3000, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.2667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.2667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.8333, device='cuda:0')]",tensor(0.1432),tensor([0.0281]),"{0: 0.5930169121658483, 1: 0.6461011139674379}","{0: 0.7246666666666667, 1: 0.5026666666666667}",0.619559013,0.613666667
"SimpleShot(3,15)_TiO2_40pix",MulticlassAccuracy(),tensor(0.6600),"[tensor(0.6667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.3000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.8667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.8667, device='cuda:0'), tensor(0.9333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.9000, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.8000, device='cuda:0'), tensor(0.9000, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.9000, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.8667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.9000, device='cuda:0')]",tensor(0.1342),tensor([0.0263]),"{0: 0.6413427561837456, 1: 0.684331797235023}","{0: 0.726, 1: 0.594}",0.662837277,0.66
"SimpleShot(1,15)_TiO2_40pix",MulticlassAccuracy(),tensor(0.5957),"[tensor(0.6000, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.9333, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.8333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.2333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.2667, device='cuda:0'), tensor(0.8000, device='cuda:0'), tensor(0.3000, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.8000, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.2333, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.8000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.8667, device='cuda:0'), tensor(0.2667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.7667, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.7667, device='cuda:0')]",tensor(0.1528),tensor([0.0300]),"{0: 0.5899686520376175, 1: 0.602135231316726}","{0: 0.6273333333333333, 1: 0.564}",0.596051942,0.595666667
"SimpleShot(3,15)_Ge(001)_40pix_inv",MulticlassAccuracy(),tensor(0.5730),"[tensor(0.5333, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.4833, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6500, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.3833, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.6833, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6500, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4833, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.2500, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6833, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6833, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6500, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.6833, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.3833, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.2167, device='cuda:0'), tensor(0.6833, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.7167, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.6833, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6500, device='cuda:0'), tensor(0.7167, device='cuda:0')]",tensor(0.0986),tensor([0.0193]),"{0: 0.8326745718050066, 1: 0.43045774647887325, 2: 0.5696389093588798, 3: 0.4539614561027837, 4: 0.46255924170616114}","{0: 0.9798449612403101, 1: 0.4024691358024691, 2: 0.6441666666666667, 3: 0.39812206572769954, 4: 0.3967479674796748}",0.549858385,0.564270159
"SimpleShot(1,15)_Ge(001)_40pix_inv",MulticlassAccuracy(),tensor(0.4943),"[tensor(0.4833, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.3500, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.3500, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.3833, device='cuda:0'), tensor(0.2833, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4833, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.2000, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.3833, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.3167, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.3500, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.3833, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.4833, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.3500, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.4000, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.4833, device='cuda:0'), tensor(0.3833, device='cuda:0'), tensor(0.3333, device='cuda:0'), tensor(0.3500, device='cuda:0'), tensor(0.3167, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.3833, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.4833, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.4333, device='cuda:0')]",tensor(0.1007),tensor([0.0197]),"{0: 0.8346709470304976, 1: 0.4050751879699248, 2: 0.4642622950819672, 3: 0.3471731448763251, 4: 0.3814133591481123}","{0: 0.8062015503875969, 1: 0.35473251028806585, 2: 0.59, 3: 0.36901408450704226, 4: 0.3203252032520325}",0.486518987,0.48805467
"SimpleShot(3,15)_Ge(001)_40pix",MulticlassAccuracy(),tensor(0.5400),"[tensor(0.5333, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.3833, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.2833, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.6833, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.2667, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5500, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.6500, device='cuda:0'), tensor(0.6500, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.6500, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.6500, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.4833, device='cuda:0'), tensor(0.4833, device='cuda:0'), tensor(0.2833, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.6167, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.7167, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.4833, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.4667, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.4833, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.5667, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.4500, device='cuda:0'), tensor(0.4167, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.7333, device='cuda:0'), tensor(0.6333, device='cuda:0'), tensor(0.4333, device='cuda:0'), tensor(0.6833, device='cuda:0'), tensor(0.6667, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.7000, device='cuda:0'), tensor(0.5167, device='cuda:0'), tensor(0.5833, device='cuda:0'), tensor(0.3833, device='cuda:0'), tensor(0.5000, device='cuda:0'), tensor(0.6000, device='cuda:0'), tensor(0.5833, device='cuda:0')]",tensor(0.0981),tensor([0.0192]),"{0: 0.9921190893169878, 1: 0.3447204968944099, 2: 0.4746922024623803, 3: 0.38219424460431656, 4: 0.5461847389558233}","{0: 0.8782945736434109, 1: 0.3654320987654321, 2: 0.5783333333333334, 3: 0.39906103286384975, 4: 0.44227642276422763}",0.547982154,0.532679492
