,proto_acc,proto_std_dev,match_acc,match_std_dev,rel_acc,rel_std_dev,proto_prec_avg,proto_prec_std_dev,match_prec_avg,match_prec_std_dev,rel_prec_avg,rel_prec_std_dev,proto_rec_avg,proto_rec_std_dev,match_rec_avg,match_rec_std_dev,rel_rec_avg,rel_rec_std_dev
"(3,15)_TiO2(110)_40pix_inv",,,,,,,,,,,,,,,,,,
"(1,15)_TiO2(110)_40pix_inv",66.82067108,2.573902369,61.04333878,1.650498033,50.15200043,1.009447932,0.688998697,0.029968736,0.620415587,0.019740078,0.501594428,0.010375057,0.668206667,0.025739023,0.610433333,0.016504982,0.50152,0.010094478
